id_text,created_at_tweet,name_account,text,geo,valor,fecha,objetividad,subjetividad,Tweet_novacias,id_account,screen_name_account,created_at_account,location_account,followers_account,friends_account,description_account
1254817730651439104,2020-04-27 17:00:35+00:00,CincoDiascom,Visto bueno a la adquisición de Informática El Corte Inglés (@IECISA) por parte del grupo francés #GFI,,-1,2020/04/27,-0.07142857142857142,0.21428571428571427,visto bueno adquisición informática corte inglés iecisa parte grupo francés gfi,36397274.0,CincoDiascom,2009-04-29 16:19:02,Madrid,347882.0,535.0,"Twitter oficial de Cinco Días, decano de la prensa económica y empresarial en España / Official TW for Cinco Días, oldest Spanish economic and business paper"
1253294762209300480,2020-04-23 12:08:51+00:00,Sportown,"Hazte con las Nike Blazer Mid '77, una de las sensaciones de la temporada, con un 30% de descuento con las #VentasPrivadas de El Corte Inglés. https://bit.ly/2VuqXzH #sneakers #zapatillas #zapas #promoción #descuento",,0,2020/04/23,0.0,0.0,hazte nike blazer mid sensaciones temporada descuento ventasprivadas corte inglés httpsbitlyvuqxzh sneakers zapatillas zapas promoción descuento,229824081.0,Sportown,2010-12-23 12:32:12,España,1039.0,834.0,"Amantes de las 'sneakers', ofrecemos las últimas colecciones y las zapatillas más clásicas, además de ediciones limitadas #dominatuciudad"
1252937797222219776,2020-04-22 12:30:23+00:00,Sportown,"La tecnología de ASICS se pone a tu servicio con estas espectaculares Gel-Quantum 360 5. Además, con las #VentasPrivadas, las encuentras con un 30% de descuento en El Corte Inglés. ¡Corre antes de que vuelen! https://pst.cr/VJEKx #sneakers #promociones #zapatillas #zapas",,0,2020/04/22,0.0,0.0,tecnología asics pone servicio espectaculares gelquantum además ventasprivadas encuentras descuento corte inglés corre vuelen httpspstcrvjekx sneakers promociones zapatillas zapas,229824081.0,Sportown,2010-12-23 12:32:12,España,1039.0,834.0,"Amantes de las 'sneakers', ofrecemos las últimas colecciones y las zapatillas más clásicas, además de ediciones limitadas #dominatuciudad"
1263067709815865344,2020-05-20 11:23:03+00:00,RetailerSpain,"#RetailVintage Para los nostálgicos... El Corte Inglés Preciados, 1961 #Madrid @elcorteingles",,0,2020/05/20,0.0,0.0,retailvintage nostálgicos corte inglés preciados madrid elcorteingles,2614262096.0,RetailerSpain,2014-07-09 21:38:20,,2543.0,1636.0,¿Nos sigues en la aventura del #Retail ?#WeLoveRetail #RetailActivo #LoSabemosAntesQueNadie
1259740548396650499,2020-05-11 07:02:06+00:00,xataka,Las 16 mejores ofertas de la semana de Internet de El Corte Inglés (todavía disponibles) https://www.xataka.com/p/223886,,0,2020/05/11,0.0,0.0,mejores ofertas semana internet corte inglés todavía disponibles httpswwwxatakacomp,18200400.0,xataka,2008-12-17 21:28:48,España y Latinoamérica,1408696.0,46.0,Xataka es la publicación líder de tecnología en español. Apasionados por la tecnología. En YT: https://t.co/sp4Jos5d4V y en IG: https://t.co/bLhSiCQiro
1257380435224662017,2020-05-04 18:43:51+00:00,RetailerSpain,El Corte Inglés de Marineda City cierra y podría pasar a manos de Alcampo o Carrefour ,,0,2020/05/04,0.0,0.0,corte inglés marineda city cierra podría pasar manos alcampo carrefour ,2614262096.0,RetailerSpain,2014-07-09 21:38:20,,2543.0,1636.0,¿Nos sigues en la aventura del #Retail ?#WeLoveRetail #RetailActivo #LoSabemosAntesQueNadie
1276090421052047360,2020-06-25 09:50:39+00:00,CarlosOnRetail,"El impacto económico del comercio digital, la liberalización de las rebajas y este año el efecto negativo añadido del Covid-19 fuerzan un adelanto del comienzo de las rebajas de verano de El Corte Inglés respecto a su tradicional fecha del 1 de julio. ",,0,2020/06/25,0.0,0.0,impacto económico comercio digital liberalización rebajas año efecto negativo añadido covid fuerzan adelanto comienzo rebajas verano corte inglés respecto tradicional fecha julio ,2183187386.0,CarlosOnRetail,2013-11-08 23:24:37,Madrid,1175.0,651.0,"Retail Analyst analysing the Spanish, Portuguese and Latin American markets."
1275756400262742020,2020-06-24 11:43:22+00:00,Biotherm_es,"Desde #Biotherm el reciclaje ha formado parte de nuestra filosofía y, por ello, hemos instalado contenedores en varios centros El Corte Inglés para que depositéis vuestros frascos terminados y listos para tener un nuevo uso . ¡Os esperamos! #BeAWaterLover #BiothermExperience",,0,2020/06/24,0.0,0.0,biotherm reciclaje formado parte filosofía ello instalado contenedores varios centros corte inglés depositéis frascos terminados listos tener nuevo uso esperamos beawaterlover biothermexperience,1241217090.0,Biotherm_es,2013-03-04 12:20:21,Atención al cliente: 900813131,5388.0,341.0,"Bienvenid@ a la comunidad de los #BiothermLovers.
Cuéntanos tus dudas o sugerencias. 
corpes.biotherm.contacto@loreal.com"
1275695979476459522,2020-06-24 07:43:17+00:00,RetailerSpain,El Corte Inglés e Inditex adelantan las rebajas https://www.expansion.com/empresas/distribucion/2020/06/24/5ef262ed468aeba0288b45f2.html vía @expansioncom,,0,2020/06/24,0.0,0.0,corte inglés inditex adelantan rebajas httpswwwexpansioncomempresasdistribucionefedaebabfhtml vía expansioncom,2614262096.0,RetailerSpain,2014-07-09 21:38:20,,2543.0,1636.0,¿Nos sigues en la aventura del #Retail ?#WeLoveRetail #RetailActivo #LoSabemosAntesQueNadie
1275695432799334403,2020-06-24 07:41:07+00:00,RetailerSpain,El Corte Inglés absorbe Sfera ,,0,2020/06/24,0.0,0.0,corte inglés absorbe sfera,2614262096.0,RetailerSpain,2014-07-09 21:38:20,,2543.0,1636.0,¿Nos sigues en la aventura del #Retail ?#WeLoveRetail #RetailActivo #LoSabemosAntesQueNadie
1273909971206451200,2020-06-19 09:26:19+00:00,RetailerSpain,"El Corte Inglés ganó 310 millones en 2019, un 20% más y su mejor resultado desde 2010 https://cincodias.elpais.com/cincodias/2020/06/19/companias/1592553001_098227.html?id_externo_rsoc=TW_CC a través de @CincoDiascom",,0,2020/06/19,0.0,0.0,corte inglés ganó millones mejor resultado httpscincodiaselpaiscomcincodiascompaniashtmlidexternorsoctwcc través cincodiascom,2614262096.0,RetailerSpain,2014-07-09 21:38:20,,2543.0,1636.0,¿Nos sigues en la aventura del #Retail ?#WeLoveRetail #RetailActivo #LoSabemosAntesQueNadie
1273509682661994497,2020-06-18 06:55:43+00:00,xataka,Las mejores ofertas de los 4 días de los descuentos de El Corte Inglés: especial Cazando Gangas https://www.xataka.com/p/224835,,0,2020/06/18,0.0,0.0,mejores ofertas días descuentos corte inglés especial cazando gangas httpswwwxatakacomp,18200400.0,xataka,2008-12-17 21:28:48,España y Latinoamérica,1408696.0,46.0,Xataka es la publicación líder de tecnología en español. Apasionados por la tecnología. En YT: https://t.co/sp4Jos5d4V y en IG: https://t.co/bLhSiCQiro
1273213628121059329,2020-06-17 11:19:18+00:00,RetailerSpain,El Corte Inglés adelanta al 19 de junio su presentación de resultados ,,0,2020/06/17,0.0,0.0,corte inglés adelanta junio presentación resultados,2614262096.0,RetailerSpain,2014-07-09 21:38:20,,2543.0,1636.0,¿Nos sigues en la aventura del #Retail ?#WeLoveRetail #RetailActivo #LoSabemosAntesQueNadie
1270740063572430848,2020-06-10 15:30:15+00:00,Sportown,¿Tienes la tarjeta de El Corte Inglés? Tienes estas New Balance 670 UK de la colección 'Year Of The Rat' con un 30% de descuento en #Sportown. ¡Aprovecha las #VentasPrivadas hasta el próximo 17 de junio! #zapatillas #zapas #sportown #tendencias #promoción,,0,2020/06/10,0.0,0.0, tarjeta corte inglés new balance uk colección year of the rat descuento sportown aprovecha ventasprivadas próximo junio zapatillas zapas sportown tendencias promoción,229824081.0,Sportown,2010-12-23 12:32:12,España,1039.0,834.0,"Amantes de las 'sneakers', ofrecemos las últimas colecciones y las zapatillas más clásicas, además de ediciones limitadas #dominatuciudad"
1269929088787103744,2020-06-08 09:47:43+00:00,KiehlsSpain,"¡Hola, #Cremaholic! Lamentamos lo que nos comentas y te pedimos disculpas por ello. Nuestro córner de El Corte Inglés de Alicante lleva abierto una semana ¡Saludos! ",,0,2020/06/08,0.0,0.0, hola cremaholic lamentamos comentas pedimos disculpas ello córner corte inglés alicante lleva abierto semana saludos,47100724.0,KiehlsSpain,2009-06-14 14:32:22,Spain,18024.0,372.0,Etiquétanos en tus publicaciones usando #KiehlsSpain para que podamos compartir tus contenidos en nuestro perfil 📸
1232599152137265152,2020-02-26 09:31:53+00:00,Biotherm_es," Alerta #BiothermLovers, ¡Ha aparecido un iceberg en la capital! La explanada de El Corte Inglés de Nuevos Ministerios te invita a entrar en una cueva donde vivir una experiencia #Biotherm que no te puedes perder. #BeAWaterLover",,0,2020/02/26,0.0,0.0,alerta biothermlovers aparecido iceberg capital explanada corte inglés nuevos ministerios invita entrar cueva vivir experiencia biotherm puedes perder beawaterlover,1241217090.0,Biotherm_es,2013-03-04 12:20:21,Atención al cliente: 900813131,5388.0,341.0,"Bienvenid@ a la comunidad de los #BiothermLovers.
Cuéntanos tus dudas o sugerencias. 
corpes.biotherm.contacto@loreal.com"
1231883547486674944,2020-02-24 10:08:19+00:00,RetailerSpain,El Corte Inglés: demanda de 180 millones de euros a Madrid https://www.modaes.es/empresa/el-corte-ingles-demanda-de-180-millones-de-euros-a-madrid.html vía @modaes.es,,0,2020/02/24,0.0,0.0,corte inglés demanda millones euros madrid httpswwwmodaesesempresaelcorteinglesdemandademillonesdeeurosamadridhtml vía modaeses,2614262096.0,RetailerSpain,2014-07-09 21:38:20,,2543.0,1636.0,¿Nos sigues en la aventura del #Retail ?#WeLoveRetail #RetailActivo #LoSabemosAntesQueNadie
1229733232402411521,2020-02-18 11:43:44+00:00,RetailerSpain,El Corte Inglés redecora sus centros junto a 300 marcas para impulsar la afluencia https://cincodias.elpais.com/cincodias/2020/02/17/companias/1581969594_926327.html?id_externo_rsoc=TW_CC vía @CincoDiascom,,0,2020/02/18,0.0,0.0,corte inglés redecora centros junto marcas impulsar afluencia httpscincodiaselpaiscomcincodiascompaniashtmlidexternorsoctwcc vía cincodiascom,2614262096.0,RetailerSpain,2014-07-09 21:38:20,,2543.0,1636.0,¿Nos sigues en la aventura del #Retail ?#WeLoveRetail #RetailActivo #LoSabemosAntesQueNadie
